Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
2008-09-26,Fireproof,"Caleb Holt, a heroic fire captain who values dedication and service to others above all else. But the most important partnership in his life, his marriage, is about to go up in smoke. This gripping story follows one man's desire to transform his life and marriage through the healing power of faith and fully embrace the fireman's code: ""Never leave your partner behind.""",49.679,503,7.4,en,"Drama, Romance",https://image.tmdb.org/t/p/original/hfoCG75j1YaNyfZGPg0rWy3nFmU.jpg
2009-01-15,Paul Blart: Mall Cop,"Mild-mannered Paul Blart has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.",49.675,2017,5.4,en,"Action, Adventure, Comedy, Family",https://image.tmdb.org/t/p/original/A4zZv0Q1VKURFZFEl2vwjaE2q0g.jpg
2003-07-25,Spy Kids 3-D: Game Over,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",49.656,1764,5.1,en,"Action, Adventure, Comedy, Family, Science Fiction",https://image.tmdb.org/t/p/original/oP53PyexPlQd1xDt8kkvX5LdQdT.jpg
2021-01-01,The Ogglies: Welcome to Smelliville,"The Oggly family arrive at the municipal rubbish dump of Smelliville and must look for a new home, but they never feel really welcome anywhere. They stink and are for most humans just a tad too oggly. When Firebottom, the family dragon, crash-lands on the run-down rubbish tip of the small town of Smelliville, the Ogglies at once feel at home. And it's here they want to stay.",49.618,43,7.3,en,"Animation, Drama, Adventure, Family",https://image.tmdb.org/t/p/original/w7PJ7fBEYOuaAMKfYa4zmw45v3N.jpg
2021-11-25,"Diego, The Last Goodbye","The last year in the life of Diego Maradona told by friends, family and former companions reveals his deep humanity. In the midst of the Covid 19 pandemic, a Maradonian funeral sends him away amid tears, songs and tear gas.",49.606,2,6.0,es,Documentary,https://image.tmdb.org/t/p/original/hUmpWqixNRe9EfsmbzccJQV0gt.jpg
2003-09-27,Barbie of Swan Lake,"Barbie as Odette, the young daughter of a baker, follows a unicorn into the Enchanted Forest and is transformed into a swan by an evil wizard intent on defeating the Fairy Queen.",49.588,898,7.0,en,"Animation, Family",https://image.tmdb.org/t/p/original/sLpCLVQWTU7BI4yAL6kIFM9J3eX.jpg
2014-11-01,Dragons: Dawn Of The Dragon Racers,A hunt for a lost sheep turns into a competition between Hiccup and friends as they compete to become the first Dragon Racing champion of Berk.,49.56,265,7.2,en,"Animation, Family, Adventure, Comedy, Fantasy",https://image.tmdb.org/t/p/original/jANMdMbDseETDtqhMMelGaY0zza.jpg
2006-01-26,Fearless,"Huo Yuan Jia became the most famous martial arts fighter in all of China at the turn of the 20th Century. Huo faced personal tragedy but ultimately fought his way out of darkness, defining the true spirit of martial arts and also inspiring his nation. The son of a great fighter who didn't wish for his child to follow in his footsteps, Huo resolves to teach himself how to fight - and win.",49.521,971,7.5,zh,"Drama, Action",https://image.tmdb.org/t/p/original/yKJ7rjIwOa8XvACELo9eV8IvMPb.jpg
2022-03-07,The Fourth Musketeer,"At the behest of his father, young d'Artagnan travels from rural Gascony to Paris, where he becomes embroiled in a devious plot between the King's Musketeers and the Guardsmen of Cardinal Richelieu.",49.462,1,6.0,en,"Action, Adventure",https://image.tmdb.org/t/p/original/ddR0nkVzhzGEYYnMsfJ3AyYUlAC.jpg
2001-07-05,Shaolin Soccer,A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,49.401,1633,7.0,cn,"Action, Comedy",https://image.tmdb.org/t/p/original/kVpq68NxChzynK7otaymRSaWR8p.jpg
2012-12-20,Chinese Zodiac,"Asian Hawk (Jackie Chan) leads a mercenary team to recover several lost artifacts from the Old Summer Palace, the bronze heads of the 12 Chinese Zodiac animals which were sacked by the French and British armies from the imperial Summer Palace in Beijing in 1860. Assisted by a Chinese student & a Parisian lady, Hawk stops at nothing to accomplish the mission.",49.395,630,6.2,cn,"Action, Adventure",https://image.tmdb.org/t/p/original/1hTpptSqKEAXnLVDPoLL1tyFojd.jpg
2018-10-18,Halloween,"Jamie Lee Curtis returns to her iconic role as Laurie Strode, who comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",49.34,3748,6.5,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/bXs0zkv2iGVViZEy78teg2ycDBm.jpg
2021-06-05,The Forgotten Battle,"November 1944. On the flooded isle of Walcheren, Zeeland, thousands of Allied soldiers are battling the German army. Three young lives become inextricably connected. A Dutch boy fighting for the Germans, an English glider pilot and a girl from Zeeland connected to the resistance against her will, are forced to make crucial choices that impact both their own freedom and the freedom of others.",49.317,359,7.2,nl,"War, History, Drama",https://image.tmdb.org/t/p/original/wU8ijITXE2ZgoXJexTQByJiHCbp.jpg
1996-06-21,The Hunchback of Notre Dame,"At the urging of his gargoyle pals, Quasimodo leaves the solitary safety of his Notre Dame tower against the wishes of his guardian, the evil Judge Claude Frollo. He ventures out to the Festival of Fools and finds his first true friend, a Romani woman named Esmeralda, who entrusts him with a secret. When the secret is revealed, Quasi soon finds himself fighting to save the people and city he loves.",49.284,4118,7.1,en,"Drama, Animation, Family",https://image.tmdb.org/t/p/original/r7V92gY3AMO6li17MmGTixAnFcv.jpg
2004-01-01,Scandalous Sex,"A daughter seeks to restore the reputation of her disgraced father, a wronged college professor. With help of a professional student, she must overcome an ambitious sorority bitch and corrupt college dean.",49.273,77,7.2,en,Drama,https://image.tmdb.org/t/p/original/l2UWZATSJRwwwx6XUBHQ6jSt4Ka.jpg
2011-11-02,Tower Heist,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.",49.227,2385,6.0,en,"Action, Comedy",https://image.tmdb.org/t/p/original/1HcOyMODYZXnncMikfhYkw3x2ss.jpg
1997-07-12,Princess Mononoke,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",49.163,6148,8.4,ja,"Adventure, Fantasy, Animation",https://image.tmdb.org/t/p/original/pdtzEreKvKAlqa2YEBaGwiA45V8.jpg
2019-04-04,Pet Sematary,"Dr. Louis Creed and his wife, Rachel, move from Boston to Ludlow, in rural Maine, with their two young children. Hidden in the woods near the new family home, Ellie, their eldest daughter, discovers a mysterious cemetery where the pets of community members are buried.",49.148,2643,5.7,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/7SPhr7Qj39vbnfF9O2qHRYaKHAL.jpg
2020-07-24,Don't Listen,"After the strange death of his young son at their new home, Daniel hears a ghostly plea for help, spurring him to seek out a renowned paranormal expert.",49.134,561,6.5,es,"Drama, Horror, Thriller",https://image.tmdb.org/t/p/original/lXvBgevABC9n5R6Gg76R3pN1h2M.jpg
1991-11-22,The Addams Family,"When a man claiming to be long-lost Uncle Fester reappears after 25 years lost, the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life.",49.114,3545,7.0,en,"Comedy, Fantasy",https://image.tmdb.org/t/p/original/qFf8anju5f2epI0my8RdwwIXFIP.jpg
2021-06-02,Kids Are Back,"Catherine and Yann, happily married for many years, should have spent the year travelling abroad. But since he sold his business, Yann has been too busy with his bonsai trees and keeps postponing the big trip. Things go from bad to worse when their 27-year-old broke daughter and her boyfriend lose their apartment and come knocking on the door to stay. With Yann’s mid-life crisis spinning out of control, their couch surfing daughter and partner getting increasingly invasive and their stay becoming indefinite, Catherine will try everything to kick them out of the parental home and get her life back on track!",49.101,43,5.1,fr,Comedy,https://image.tmdb.org/t/p/original/tDnkvlBXXiIkAowjtzLeU54ZVhK.jpg
2014-12-12,Tinker Bell and the Legend of the NeverBeast,"An ancient myth of a massive creature sparks the curiosity of Tinker Bell and her good friend Fawn, an animal fairy who’s not afraid to break the rules to help an animal in need. But this creature is not welcome in Pixie Hollow — and the scout fairies are determined to capture the mysterious beast, who they fear will destroy their home. Fawn must convince her fairy friends to risk everything to rescue the NeverBeast.",49.075,761,7.1,en,"Adventure, Animation, Family",https://image.tmdb.org/t/p/original/bUGX7duQWSm04yAA1rBBfNRe4kY.jpg
1986-08-22,The Texas Chainsaw Massacre 2,"Chainsaw-wielding maniac Leatherface is up to his cannibalistic ways once again, along with the rest of his twisted clan, including the equally disturbed Chop-Top. This time, the masked killer has set his sights on pretty disc jockey Vanita ""Stretch"" Brock, who teams up with Texas lawman Lefty Enright to battle the psychopath and his family deep within their lair, a macabre abandoned amusement park.",49.066,585,5.6,en,"Comedy, Horror",https://image.tmdb.org/t/p/original/cO1Dvg7k87lHSPOdumn3ddJEKdX.jpg
2019-10-15,Mermaid Down,"A mermaid is ripped from the Pacific, her tail is chopped off and she's thrown into a mental home where no one believes she is a mermaid.",49.057,229,6.7,en,"Horror, Fantasy, Mystery, Thriller",https://image.tmdb.org/t/p/original/ag1m3lVUatlJ4EspOYPkhm2SRYr.jpg
2014-08-12,Crystal Skulls,A millionaire philanthropist collects the famous Chrystal Skulls trying to tap into their ancient powers. It is up to a team lead by a college professor whose father disappeared searching for the 13th skull to save the world when the first 12 skulls are united and reek havoc on the earth without the control of the 13th skull.,49.02,20,4.8,en,"Adventure, Science Fiction, TV Movie",https://image.tmdb.org/t/p/original/8LibYV8Jf8BbVZvCh26LJo69oxe.jpg
2021-02-26,Crazy About Her,"After a magical night together, Adri voluntarily turns himself into the psychiatric institution where Carla lives.",48.978,363,7.2,es,"Comedy, Romance",https://image.tmdb.org/t/p/original/hPBJckYsL1UOsz44InZ2wYJyJTy.jpg
2019-05-15,"The Gangster, the Cop, the Devil","After barely surviving a violent attack by an elusive serial killer, crime boss Jang Dong-su finds himself forming an unlikely partnership with local detective Jung Tae-seok to catch the sadistic killer simply known as K.",48.978,497,7.7,ko,"Crime, Action, Adventure",https://image.tmdb.org/t/p/original/oHlM4abRm6BzrRcz9Nup1uidw9H.jpg
1994-05-26,The Flintstones,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,48.973,1953,5.3,en,"Fantasy, Comedy, Family",https://image.tmdb.org/t/p/original/ocsb0qiGlcn6UlcDRHa3xxSCc8Y.jpg
2016-03-02,London Has Fallen,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",48.967,3894,6.1,en,"Action, Thriller",https://image.tmdb.org/t/p/original/korY0GInEJThWEm23MRmErQ3GqT.jpg
2012-08-25,Rurouni Kenshin Part I: Origins,"Former legendary assassin Kenshin Himura has now become a wandering samurai. Offering aid & protecting those in need as atonement for his past deeds. During this time Kenshin Himura comes across and aides Kaoru Kamiya (Emi Takei). Her father opened the Kamiya Kasshin-ryu, a kendo school located in Tokyo and Kaoru is now an instructor there. Kaoru then invites Kenshin to stay at her dojo. Their relationship develops further, but Kenshin is still haunted by his violent past...",48.966,571,7.6,ja,"Adventure, Action, Drama, History",https://image.tmdb.org/t/p/original/vo3Zs07PZfKNsTrU0pcPZONJcN5.jpg
2010-10-21,Saw 3D,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",48.956,2303,6.0,en,"Horror, Crime",https://image.tmdb.org/t/p/original/oa3vFRANEmx2RtAp0Q3mKxqhTVV.jpg
2017-05-10,King Arthur: Legend of the Sword,"When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",48.942,4799,6.5,en,"Action, Drama, Fantasy",https://image.tmdb.org/t/p/original/9kKXH6eJpzoFGhCbTN3FVwSQK3n.jpg
2020-10-08,Initiation,"During a Whiton University's pledge week, the carefree partying turns deadly when brutal murders start befalling the students, sending Ellery Scott into a race against time to uncover the truth behind the school's dark secrets and the horrifying meaning of a recurring symbol: a single exclamation mark.",48.939,72,5.7,en,"Horror, Mystery",https://image.tmdb.org/t/p/original/oT3q1gClsLyDS6kI15FYISy4arw.jpg
2020-11-18,The Christmas Chronicles: Part Two,"Kate Pierce is reluctantly spending Christmas with her mom’s new boyfriend and his son Jack. But when the North Pole and Christmas are threatened to be destroyed, Kate and Jack are unexpectedly pulled into a new adventure with Santa Claus.",48.904,749,6.6,en,"Family, Fantasy, Adventure, Comedy",https://image.tmdb.org/t/p/original/6sG0kbEvAi3RRLcGGU5h8l3qAPa.jpg
2019-06-12,Men in Black: International,"The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest, most global threat to date: a mole in the Men in Black organization.",48.89,3839,6.0,en,"Comedy, Science Fiction",https://image.tmdb.org/t/p/original/dPrUPFcgLfNbmDL8V69vcrTyEfb.jpg
2000-04-13,American Psycho,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",48.874,7608,7.4,en,"Thriller, Drama, Crime, Horror",https://image.tmdb.org/t/p/original/3ddHhfMlZHZCefHDeaP8FzSoH4Y.jpg
2020-05-05,Justice League Dark: Apokolips War,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",48.866,1134,8.4,en,"Animation, Action, Adventure, Fantasy, Science Fiction",https://image.tmdb.org/t/p/original/c01Y4suApJ1Wic2xLmaq1QYcfoZ.jpg
2013-08-25,I Spit on Your Grave 2,"Naturally beautiful, Katie has just settled into New York where she, like many other young women, is trying to make it as a model. But what starts out as an innocent and simple photo shoot soon turns into something disturbingly unthinkable! Raped, tortured and kidnapped to a foreign country, Jessica is buried alive and left to die. Against all odds, she manages to escape. Severely injured, she will have to tap into the darkest places of the human psyche to not only survive, but to exact her revenge…",48.865,981,6.3,en,"Thriller, Horror, Crime",https://image.tmdb.org/t/p/original/5gM5nslul301XNHzQ9DpVxhGnLn.jpg
2009-09-12,Hole in One,"Eric, a highly-gifted golfer but radically-undisciplined college undergrad, finds his world drastically altered after losing a golf bet to a pair of sadistic plastic surgeons. Eric's bad-boy attitude lifestyle comes to a screeching halt as he loses his money, his girlfriend, his dignity and his golf swing. Eric and his best friend Tyler decide to take on the doctors, in a final golf match of ""Best-Ball"" to get his life back and become the man he should have been all along.",48.844,80,4.1,en,Comedy,https://image.tmdb.org/t/p/original/Af7Vt2GaMDIfzEnrUVJevYk0Kek.jpg
2020-10-14,A Babysitter's Guide to Monster Hunting,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.",48.823,232,6.2,en,"Family, Fantasy, Adventure, Comedy",https://image.tmdb.org/t/p/original/bkld8Me0WiLWipLORRNfF1yIPHu.jpg
2013-09-12,Insidious: Chapter 2,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,48.789,3337,6.7,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/chnxUtTmTRZh5FE7Ha4aUOZ9ahs.jpg
2012-03-09,Into the White,"Based on a true story. On 27 April 1940, Luftwaffe pilot Horst Schopis' Heinkel 111 bomber is shot down near Grotli by an RAF Blackburn Skua L2940 fighter, which then crash-lands. The surviving German and English crew members begin to at shoot each other, but later find themselves huddled up in the same cabin. In order to survive the harsh winter in the Norwegian wilderness, they have to stand together. An unlikely, lifelong friendship blossoms.",48.761,232,6.9,no,"War, Action, Drama",https://image.tmdb.org/t/p/original/glnBVGMFpwFfdtKbqZRBUrouJmU.jpg
2022-04-13,Ladybug & Cat Noir: Awakening,Parisian teenagers Marinette Dupain-Chang and Adrien Agreste become vigilante heroes Ladybug and Cat Noir.,48.706,0,0.0,en,"Action, Animation, Adventure, Fantasy, Music",https://image.tmdb.org/t/p/original/lbpKE3QZbXuOBDmSBPxSPhmtReb.jpg
2020-06-12,Artemis Fowl,Artemis Fowl is a 12-year-old genius and descendant of a long line of criminal masterminds. He soon finds himself in an epic battle against a race of powerful underground fairies who may be behind his father's disappearance.,48.688,1331,5.7,en,"Adventure, Fantasy, Science Fiction, Family, Action",https://image.tmdb.org/t/p/original/tI8ocADh22GtQFV28vGHaBZVb0U.jpg
2003-07-18,Bad Boys II,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.",48.663,4370,6.6,en,"Adventure, Action, Comedy, Thriller, Crime",https://image.tmdb.org/t/p/original/yCvB5fG5aEPqa1St7ihY6KEAsHD.jpg
2017-10-23,Cult of Chucky,"Confined to an asylum for the criminally insane, Nica Pierce is convinced that she, not Chucky, murdered her entire family. But when the psychiatrist introduces a new therapeutic ""Good Guy"" doll with a familiar face, a string of new, grisly deaths leads Nica to wonder if she isn't crazy after all.",48.662,879,5.8,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/r5JUiMYfatwYeDkxkLWYUx5GIjY.jpg
2011-08-05,The Change-Up,"Dave is a married man with two kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies.",48.661,2218,6.1,en,Comedy,https://image.tmdb.org/t/p/original/ki98MXBwD1qDhY3JhMdY16jJucv.jpg
1990-12-25,The Godfather: Part III,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",48.643,4777,7.4,en,"Crime, Drama, Thriller",https://image.tmdb.org/t/p/original/lm3pQ2QoQ16pextRsmnUbG2onES.jpg
2012-11-20,Life of Pi,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",48.613,11391,7.4,en,"Adventure, Drama, Action",https://image.tmdb.org/t/p/original/mYDKm9HxImm8PRru3KbkHAe1cmk.jpg
2011-11-03,In the Name of the King 2: Two Worlds,"Granger, an ex-Special Forces soldier gets thrown back to medieval times to fulfill an ancient prophecy. Venturing through the now war torn Kingdom of Ehb, he teams up with an unlikely band of allies with the goal of slaying the leader of the ""Dark Ones"". Fighting against all odds, they must free the land from the grasp of the evil tyrant Raven and save the world.",48.607,98,3.9,en,"Adventure, Fantasy, Drama, Action",https://image.tmdb.org/t/p/original/kM9hjeGLtPZi9ExuBVwIFYrQbx0.jpg
1987-06-26,Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,48.573,8349,8.1,en,"Drama, War",https://image.tmdb.org/t/p/original/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg
2016-05-13,Justice League vs. Teen Titans,Robin is sent by Batman to work with the Teen Titans after his volatile behavior botches up a Justice League mission. The Titans must then step up to face Trigon after he possesses the League and threatens to conquer the world.,48.531,684,7.4,en,"Science Fiction, Action, Animation",https://image.tmdb.org/t/p/original/3G6RPpafXApTzn56cbVqLBp9uSz.jpg
2021-04-23,Street Gang: How We Got to Sesame Street,"Take a stroll down Sesame Street and witness the birth of the most influential children's show in television history. From the iconic furry characters to the classic songs you know by heart, learn how a gang of visionary creators changed the world.",48.486,13,6.7,en,Documentary,https://image.tmdb.org/t/p/original/qeuFHbuHof2RWb7QzfM4XNR66BF.jpg
2006-09-29,Facing the Giants,A losing coach with an underdog football team faces their giants of fear and failure on and off the field to surprising results.,48.469,302,7.5,en,Drama,https://image.tmdb.org/t/p/original/33gkfCURxgBBpiAnrWua4Txmrvs.jpg
2017-10-05,Woody Woodpecker,Woody Woodpecker enters a turf war with a big city lawyer wanting to tear down his home in an effort to build a house to flip.,48.365,576,6.7,en,"Comedy, Family, Animation",https://image.tmdb.org/t/p/original/vFGUsJTa8z0OfDTbjdyppAireeB.jpg
2019-10-18,Jojo Rabbit,"A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.",48.361,7159,8.1,en,"Comedy, War, Drama",https://image.tmdb.org/t/p/original/7GsM4mtM0worCtIVeiQt28HieeN.jpg
2020-10-06,Black Box,"After losing his wife and his memory in a car accident, a single father undergoes an experimental treatment that causes him to question who he really is.",48.319,369,6.5,en,"Horror, Science Fiction, Thriller",https://image.tmdb.org/t/p/original/9Z1zkb4Z9hUlEuC0oMagVJaPUeS.jpg
2010-01-14,Tooth Fairy,"When minor-league hockey player Derek Thompson -- who has a penchant for knocking out his opponents' teeth every time he plays -- disillusions a fan, he is sentenced to a stint for one week as a bona fide, tutu-clad, real-life tooth fairy. Soon, Derek is inspired to rekindle his youthful dreams.",48.314,1657,5.5,en,"Comedy, Family, Fantasy",https://image.tmdb.org/t/p/original/cRZvw3bPomtucIUtMHZ3qPIYtYs.jpg
2016-06-16,Finding Dory,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,48.31,10448,7.0,en,"Adventure, Animation, Comedy, Family",https://image.tmdb.org/t/p/original/3UVe8NL1E2ZdUZ9EDlKGJY5UzE.jpg
2015-12-17,Alvin and the Chipmunks: The Road Chip,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",48.286,1342,6.0,en,"Adventure, Animation, Comedy, Family",https://image.tmdb.org/t/p/original/16OcuuW5z509WILR6BmscNdXgw0.jpg
2021-02-04,Daisy Quokka: World’s Scariest Animal,"When an unbearably adorable, eternally optimistic Quokka named Daisy wants to achieve the impossible – to win the annual ‘World’s Scariest Animal’ championship, she enlists the guidance of a washed-up, former champion, a grouchy Saltwater Crocodile, to help her achieve her dreams and prove that champions can come in all sizes.",48.282,52,6.9,en,"Animation, Comedy, Family",https://image.tmdb.org/t/p/original/jjV1DY1SlGI1eUJAXSdre8bpw7t.jpg
1981-07-10,The Fox and the Hound,"When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!",48.282,2628,7.1,en,"Adventure, Animation, Drama, Family",https://image.tmdb.org/t/p/original/1382VHxqZDXu2t8i46zf4fP71JG.jpg
2021-10-12,Bright: Samurai Soul,"Izo, a Ronin, and Raiden, an orc, work to bring a young elf girl and the wand she carries to the land of the elves in the north.",48.275,34,6.0,ja,"Animation, Action, Fantasy",https://image.tmdb.org/t/p/original/i38XerbByKxr5DPGAoaoulJ9dLl.jpg
1966-07-30,Batman,The Dynamic Duo faces four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.,48.251,625,6.3,en,"Family, Adventure, Comedy, Science Fiction, Crime",https://image.tmdb.org/t/p/original/jV4grL9Sxd2QA6oCOyIzdmVAJvp.jpg
2008-07-01,The Mummy: Tomb of the Dragon Emperor,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",48.244,3630,5.4,en,"Adventure, Action, Fantasy",https://image.tmdb.org/t/p/original/A3acM1lX5PNWQa6r5qeMAJOxbnT.jpg
2007-03-16,Dead Silence,"Jamie returns to his hometown in search of answers to his wife's murder, which occurred after receiving a weird package containing a ventriloquist dummy named Billy, which may be linked to the legend of ventriloquist Mary Shaw. Destined to find out the truth, Jamie goes to the town of Raven's Fair, where Shaw used to perform and is buried. But Jamie is in for more than he expected.",48.242,1765,6.4,en,Horror,https://image.tmdb.org/t/p/original/etcbHDc2GzWVnrEQireqhEa8PxZ.jpg
2021-11-24,8-Bit Christmas,"In suburban Chicago during the late 1980s, ten-year-old Jake Doyle embarks on a herculean quest to get the latest and greatest video game system for Christmas.",48.223,200,6.5,en,"Family, Comedy",https://image.tmdb.org/t/p/original/5YwaISdOwp8Zu6O7kwBeUn8a7Pu.jpg
2021-04-22,The Mitchells vs. the Machines,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",48.151,1746,8.0,en,"Animation, Adventure, Comedy, Family, Science Fiction, Action",https://image.tmdb.org/t/p/original/mI2Di7HmskQQ34kz0iau6J1vr70.jpg
2015-02-24,Dragonheart 3: The Sorcerer's Curse,"When aspiring knight Gareth goes in search of a fallen comet rumored to contain gold, he is shocked to instead find the dragon Drago. After Drago saves Gareth's life the two become intricately bonded, and must work together to defeat an evil sorcerer and stop his reign of terror. Along the way, Gareth learns the true meaning of being a knight in this fantasy action-adventure for the ages.",48.137,200,5.4,en,Fantasy,https://image.tmdb.org/t/p/original/avN96TrX2rQFnPLwDo9vN1jYKg8.jpg
2006-12-14,The Pursuit of Happyness,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,48.114,8072,7.9,en,Drama,https://image.tmdb.org/t/p/original/lBYOKAMcxIvuk9s9hMuecB9dPBV.jpg
2015-07-23,Mission: Impossible - Rogue Nation,"Ethan and team take on their most impossible mission yet—eradicating 'The Syndicate', an International and highly-skilled rogue organisation committed to destroying the IMF.",48.086,7178,7.2,en,"Action, Adventure",https://image.tmdb.org/t/p/original/fRJLXQBHK2wyznK5yZbO7vmsuVK.jpg
1984-11-09,A Nightmare on Elm Street,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",48.07,3877,7.3,en,Horror,https://image.tmdb.org/t/p/original/wGTpGGRMZmyFCcrY2YoxVTIBlli.jpg
2011-09-22,Killer Elite,"Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey.",48.05,1700,6.3,en,"Action, Adventure, Thriller",https://image.tmdb.org/t/p/original/7O2U0WPFPSvNSUYZlhbnV081lBF.jpg
2005-12-12,King Kong,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",48.041,6463,6.8,en,"Adventure, Drama, Action",https://image.tmdb.org/t/p/original/6a2HY6UmD7XiDD3NokgaBAXEsD2.jpg
2007-03-07,300,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",47.962,11481,7.2,en,"Action, Adventure, War",https://image.tmdb.org/t/p/original/9W49fy5G7v9Ed3CXtvMi41YqZtt.jpg
